# Protein abundances computed from file '/tmp/knime_labelfree_MSGFp30355/fs-Conse_0-134-30361/000/000/ConsensusMapNormalizer_0/20190103_A1_0.consensusXML'
# Parameters (relevant only): top=0, average=sum
# Files/samples associated with abundance values below: 1: 'UNKNOWN', 2: 'UNKNOWN', 3: 'UNKNOWN', 4: 'UNKNOWN', 5: 'UNKNOWN', 6: 'UNKNOWN', 7: 'UNKNOWN', 8: 'UNKNOWN', 9: 'UNKNOWN', 10: 'UNKNOWN'
"protein"	"n_proteins"	"protein_score"	"n_peptides"	"abundance_1"	"abundance_2"	"abundance_3"	"abundance_4"	"abundance_5"	"abundance_6"	"abundance_7"	"abundance_8"	"abundance_9"	"abundance_10"
"slr1340"	1	0	2	49346900	46647500	79654500	28502100	56675700	63244300	28103780	63650800	109599204	44898300
"slr1342"	1	0	10	370831050	379421610	532929567	393831634	407844654	402969390	406756594	440269952	516989060	425617800
"slr1347"	1	0	6	272197800	290679500	275104280	274738000	265140196	275841800	234569096	254586130	247494404	278308204
"slr1349"	1	0	12	1584793118	1133934651.60156	1861254525	1321364109	1286375400	1384865051	985928068	1368016184	1404294025	1282057803
"slr1351"	1	0	4	60665530	79904789.203125	141930107.398438	119435029	126049845	70443342	128175470	171416585	111599640	141650558
"slr1353"	1	0	2	142120500	151812700	169553440	169172630	235110000	193714100	220998808	122327400	96301800	145753120
"slr1356"	1	0	13	1233275964	1181673556.10156	1255184158.39844	917780850.300781	1194008140.90234	1173599139.89844	1055947061.03174	1701626414.90234	1185811247.19922	1116413095.09766
"slr1362"	1	0	3	58909930	41032280	63963280	52712730	88515586	64993660	60689700	49948630	72256830	52360570
"slr1363"	1	0	8	230016600	219402719	254731604	170927509	191989220	200302140	172360540	159129970	205995025	208076240
"slr1364"	1	0	6	40159170	106376220	64760860	76164371	106904710	116987940	109900890	90855290	83929700	64747739
"slr1367"	1	0	15	684280746	723857094	940355156	690313446	871962543	801712586	891806244	625818448	823837618	682493828
"slr1368"	1	0	2	5845593	14604870	15049424	48585799	4517546	22592170	17576807	18911170	39066340	22180300
"slr1377"	1	0	2	14012020	13851160	23235100	26300420	38245800	26913780	8223690	17685960	17642720	20927440
"slr1378"	1	0	2	22599760	24317890	34882400	20948920	26138120	33927335	13312080	31350000	17482950	24125790
"slr1379"	1	0	1	6337440	21809300	9420020	10121900	11027500	7923630	20006600	9114900	8494950	6093720
"slr1385"	1	0	5	162330260	105541310	164467324	140721130	128988685	148708920	95249520	90582080	66787721	111136066
"slr1390"	1	0	8	165846600	89422020	116307110	86348040	206002930	144232700	142862700	145687374	193619900	220352590
"slr1393"	1	0	1	4176370	319391	20072900	5699230	6814500	6091560	4053860	8631100	7690060	13907800
"slr1394"	1	0	1	0	0	0	1309740	0	17207400	8179210	90108496	1649970	37448400
"slr1395"	1	0	3	14218250	56884350	47581300	22847630	70263470	10942600	17266660	21268290	32683450	24557820
"slr1397"	1	0	3	54626500	57356300	64023480	37208430	77521030	60573567	34815880	24813381	90536612	49752000
"slr1398"	1	0	4	59542430	27976030	74876190	46919770	37016970	47739660	35418520	46640780	68896670	75356220
"slr1406"	1	0	3	437467479	180739443	231926760	188187403	230749290	190494050	310330016	242909210	346552916	219680206
"slr1407"	1	0	2	44268920	42970900	54937400	17870000	20942070	63311700	40953200	82843000	37124700	88916496
"slr1409"	1	0	7	261387450	303577004	253898410	269276700	321128386	503014674	292148340	223398580	279147076	204414134
"slr1410"	1	0	6	272914990	270471210	240546760	216251000	235143030	249266760	166520960	157109770	189349654	219363700
"slr1411"	1	0	1	16792000	11287000	22955900	13126300	9954960	18290500	4249750	9053430	7684270	13249400
"slr1414"	1	0	4	39526660	29327540	59491160	57793950	48058000	40744910	23134860	25375930	48141740	50506600
"slr1416"	1	0	4	112495360	51700580	134456438	191975620	62106200	74177847	235298965	249183588	199791272	110131170
"slr1417"	1	0	1	7939060	1188240	9487060	0	17881900	0	15382900	0	9000070	6478490
"slr1418"	1	0	2	23842150	18664820	15299610	25912170	16744630	18435190	30794250	13393250	13560230	14700770
"slr1419"	1	0	2	13746270	19909830	42735000	6097760	45918800	9787170	36746740	25614640	35651700	30993400
"slr1420"	1	0	1	9675080	7016220	10457100	8663480	6747410	5239710	4827770	5682540	6697700	6753880
"slr1423"	1	0	4	259085818	148591925	48078814	66338110	50068499	67645040	86040039	124568620	79087962	56372980
"slr1428"	1	0	1	15507400	17126100	12952000	13737800	15029800	17145500	29908300	12358200	15123700	17834700
"slr1429"	1	0	1	9467050	5087230	16624100	4945150	5610500	0	9554860	13172600	12927000	10994700
"slr1431"	1	0	3	202775378	203080478	428930692	176886978	283125560	122976080	111784114	336113328	273354040	217271520
"slr1434"	1	0	2	62283400	31700300	49099400	63603000	49383600	45947200	40662410	10234090	58611600	34256500
"slr1435"	1	0	5	38745650	44209180	56210279	37967990	57812000	42656390	40476114	51944490	70221150	46213720
"slr1437"	1	0	1	38989900	48573420	77491140	82943000	55507360	48033210	53085800	102927836	41483400	110849404
"slr1438"	1	0	5	67682290	106962645	138431368	103445428	91786840	95030239	124362500	80959211	109005900	97407600
"slr1444"	1	0	1	54378500	8092690	7193030	5460330	3745400	4547450	16240800	2076870	8098250	5605850
"slr1448"	1	0	3	31162520	19174383	29467360	45987140	46128720	36691550	44239920	25984710	31019995	40363640
"slr1452"	1	0	1	5480900	3363154	5399590	15073540	8963240	19741880	22151930	25265000	7223170	21036330
"slr1459"	1	0	12	1717067282	1926350603	1327074174	1176535641	1645310376	1279159328	1326798922	1572465221	1190339179	1076565718
"slr1462"	1	0	1	7687560	7915880	2091550	3017600	6250230	2923010	988703	1242600	1480840	1329570
"slr1463"	1	0	24	3543976527	4392544061	4349322920.30078	4067679973.10156	5069543686	3925358454.89648	4711504933.79688	4779430008.09766	4203091289.45117	4295088755.60156
"slr1467"	1	0	1	5241540	2166070	4883230	4262700	10682300	0	2682080	5279480	1982990	3509540
"slr1468"	1	0	3	18750170	35450700	35375070	15132110	27801500	26405550	15952010	24863740	30406230	17922760
"slr1470"	1	0	3	4039937	2220523	8036990.296875	3460913.203125	11804160	10193430.6015625	9283621	7261260	48521400	3581712
"slr1471"	1	0	3	169821968	111617115	104781244	143797349	88076486	111141295	130872947	79264429	85881500	48589759
"slr1472"	1	0	1	10557200	13263500	0	3558030	1005230	551888	8796530	688276	0	1563090
"slr1474"	1	0	1	14044800	13126600	2839460	5721880	10942300	3871150	21678400	17970200	1046360	4484430
"slr1476"	1	0	2	31764020	18591840	34287300	36840100	25515840	27675550	54921800	16016590	29297350	58200300
"slr1478"	1	0	1	18752900	19558800	14019200	4462560	19193400	13002600	9499040	26260200	15310000	8530820
"slr1488"	1	0	2	1897463	1522620	1992212	47260.69921875	702351	615493.1015625	125473	36575.80078125	1231487.19921875	1742617.8984375
"slr1490"	1	0	1	19771190	60862900	138335800	30525800	104385100	111815096	20870300	42409100	49227100	39363200
"slr1501"	1	0	3	31066520	21084030	13422550	20273980	22243080	24338860	20884170	21839560	13216100	35019180
"slr1503"	1	0	3	28091200	36562950	30936590	22592220	35733850	38865210	26850952	26847980	19053426	46654950.6015625
"slr1505"	1	0	6	183051050	107699705	186123030	142172910	190472850	127658520	142556770	130086930	110744239	142594751
"slr1506"	1	0	14	1127072104	1237085532	1000673593	1485287445.19922	1112942155	869954137.5	1587151551.89844	1490821774.30078	2213001758	878324498
"slr1507"	1	0	2	91875300	50640410	39990500	49617200	44813400	36715800	87057486	29186260	35370100	40031920
"slr1508"	1	0	2	93578800	103003496	75004300	73481700	100490304	114318320	53893660	90964190	159293100	98150776
"slr1510"	1	0	5	221176680	121256411	197104364	119247310	159281930	114411226	171148090	123852160	227816910	111239170
"slr1511"	1	0	4	190789390	159216520	247068150	208626400	219934200	196843470	206507380	169885410	171354750	177975674
"slr1512"	1	0	1	8113980	4467570	6417130	4048130	5927070	4931560	4590780	4297680	4482660	4506060
"slr1513"	1	0	2	26937000	9276970	20757730	11422080	16432440	4544540	15434140	6146240	20415210	16706000
"slr1516"	1	0	7	6667194495	8312552917	9961073349	7067342584	7617515252	9225920387	6701872208	10312810951	14716497209	8005849278
"slr1517"	1	0	9	297553210	363485145	493993466	403877190	408166058	471682680	424714307	487561414	541082960	602514004
"slr1519"	1	0	2	22987420	25841940	25684060	32103600	31154700	28819890	35888500	23083730	18472920	28883150
"slr1521"	1	0	3	10086754	2612820	23243620	16062310	6305250	11281311	29736610	8134697	9968514	24155626
"slr1531"	1	0	7	496964710	642286704	770340000	555121400	579143900	474720100	570275904	459885508	630702526	582933630
"slr1533"	1	0	3	105516920	148376720	270090592	90836740	91519500	94152150	77768200	134513364	98611800	74982200
"slr1534"	1	0	2	15613700	21276700	3933870	2485300	4195750	0	12325869	2189480	3553600	2556430
"slr1535"	1	0	3	111084240	119674100	90798110	99770730	97052100	75023980	113424300	146393040	120349464	113018620
"slr1537"	1	0	7	83169933	108628625	87955171.1015625	98664648	88673140	74205759	159012992	110589200	127535521	143904885
"slr1540"	1	0	4	108763304	44352465	82898600	73739790	60986170	43528506	51355460	52977901	112036400	79868000
"slr1541"	1	0	3	43390157.6015625	44335870	50177091.3007812	56676360	31423920	40252541	43311270	22631550	35488487	35573203
"slr1542"	1	0	2	34487500	30224650	45924200	26074150	54411200	60405300	36689240	44938300	80252700	58441380
"slr1545"	1	0	1	23883500	36494400	46466800	40891200	53772000	44534400	37466200	28592100	85999000	47232900
"slr1549"	1	0	2	22293200	17383600	24356200	15645200	0	28888800	18455300	31099930	30614200	19698000
"slr1550"	1	0	11	182378085	166805140	263643921	241737900	167092100	194087280	361919888	241123220	297435090	544023644
"slr1552"	1	0	2	14479650	22181000	22496140	28456260	21316530	42692400	25307380	46689330	21586380	30729600
"slr1557"	1	0	7	237667250	158109850	264510230	249605970	215689060	194842380	214603790	199245370	195614680	186376156
"slr1559"	1	0	8	526650607	221415870	407910060	454266152	456362550	519137784	156890603	341259630	356258083	185289870
"slr1560"	1	0	2	73185904	42076900	26529680	23532200	44872110	52919243	20200580	27344696	73165700	27088680
"slr1562"	1	0	3	44987071	84367170	64568880	93601100	57815230	88136990	88544200	110191300	49978600	98978300
"slr1563"	1	0	2	19564330	9370960	22973860	18976920	16446090	18022600	7060280	15353760	15818420	10542500
"slr1564"	1	0	2	19682750	20886630	5628460	24027600	11390700	5349330	19730330	29323700	22876360	29296050
"slr1565"	1	0	3	83926420	76983220	138325050	89871340	113191700	89576030	103608780	89974640	111947860	82394080
"slr1570"	1	0	1	32492600	11911000	12167200	20556800	14106000	11947900	12839800	7023170	12079200	12263000
"slr1571"	1	0	2	0	303386	0	271471	157244	0	0	0	16955400	0
"slr1572"	1	0	1	11247900	0	8991970	0	0	0	9338820	0	0	0
"slr1573"	1	0	3	86816700	67078020	172733400	89277000	90102120	130919100	232390092	135865900	157532700	134532300
"slr1576"	1	0	4	27322896.6992188	10770715	13196087	23768433	20897593	27032462	48824137	9982610	11239863	16903042
"slr1577"	1	0	2	26896000	37983400	38373510	20118610	35817000	43042600	84238108	24308358	48118840	32362600
"slr1579"	1	0	4	35559600	57336200	34480250	34246930	64330780	80410560	70890860	40569760	47823170	47889020
"slr1588"	1	0	1	22806800	30451000	25812000	32880500	29600800	20554800	12638000	14795000	14118800	14272800
"slr1590"	1	0	4	347299896	256616400	276383591	338528600	348392576	228945244	151531900	190600296	207767556	285144790
"slr1594"	1	0	3	1755149	2513054	14351900	15811116	3291707	4440120	2913632	1693618	283213	2156120
"slr1597"	1	0	2	40483500	27433500	27996200	17318790	49068700	31001800	50254700	22162080	37082600	20117140
"slr1598"	1	0	2	22976700	16643970	21187400	25085300	22394490	21364440	18021150	16058020	18772560	19702100
"slr1600"	1	0	7	360042517	393672971.203125	517114674	740279049.703125	651211740.097656	367870476.101562	382139545.199219	456364846.101562	279124401.398438	355698710.601562
"slr1603"	1	0	1	16454700	9451600	16451400	16031600	26473900	19469800	22668300	1291150	3554020	6461680
"slr1604"	1	0	11	570475514	639939510	544740162	484876524	1132034900	601566600	714244060	839418213	815771878	713508318
"slr1609"	1	0	12	334881641.601562	484850740.800781	538092531.099609	375147322	420909413	437449984	333220320	455619931	399992510	449219099
"slr1610"	1	0	6	111042140	158340000	95352273	110003640	107726952	106516530	110443680	96242860	105781730	114013117
"slr1612"	1	0	4	28782071	28738767.8984375	42685366	41343931.5	34249465.3984375	38473700.9003906	25518082.1992188	24023821.7001953	43868232	41598821
"slr1613"	1	0	1	18085700	13113900	6968290	4600230	4588830	12549900	5008540	7688420	10985900	10833200
"slr1615"	1	0	7	136211945	120187360	195319972	141111267	143782230	148617638	132102126	117496824	134181238	185740550
"slr1616"	1	0	8	154914470	125915430	168234740	176725510	215181836	181165790	142784846.898438	102599370	145653824	150368910
"slr1617"	1	0	8	1398778531.59961	2248363174	1584033212	1159995038.60156	952858367	1221400932	1036659101.60156	1222498053	1385667198	1061247076
"slr1618"	1	0	6	209945674	209308830	270932650	274347550	273105838	262001030	303961208	236319090	311936814	242415756
"slr1619"	1	0	4	632576260	679472342	698847742	408920526	754260932	453092964	357041328	616824656	706889560	332353230
"slr1622"	1	0	6	1176112902	955036741	909499034.400391	1079642783	1130564131	774770109	1592754788	1428917306	1463088892	962700342
"slr1623"	1	0	2	117962616	119895560	203106620	98230914	160806170	163301630	90686100	63908300	172864830	60504467
"slr1624"	1	0	7	508428161	333995760	407580694	361181964	267821260	300151326	494580596	275288360	447555798	325622810
"slr1626"	1	0	3	98736460	117243706	125680610	125376820	78214898	92966028	166137872	133948360	73897200	74478540
"slr1628"	1	0	2	0	1024730	1731950	640746	4387610	0	511075	241231	3487461	1082561
"slr1641"	1	0	15	744540948.101562	834035157	799175213.949219	846827886	682366150	666519170	786630688	648688435	841380341	611430638
"slr1643"	1	0	18	4484391673	3955568942	4052124379	3121752771	3489720649	3120314418	4272653614.10156	3047100137	3593688521.5	2516500721
"slr1644"	1	0	1	8789300	7690350	10818100	6422940	10084200	6250150	8790170	10159200	5201600	35247400
"slr1645"	1	0	4	340022322	380215548	276348360	328993565	196305376	299389327	172136970	274349467	263010967	185810306
"slr1647"	1	0	1	610963	248596	0	0	1617190	0	0	0	0	0
"slr1648"	1	0	4	70075000	56650870	98778070	93893900	89736080	57848570	110691056	55351020	66826390	77338110
"slr1649"	1	0	1	24965300	18572200	3898430	7684030	12346500	42008200	47308100	6095060	10961700	786738
"slr1653"	1	0	1	22667600	19789000	28478300	12471800	17521200	21908700	9321970	12203500	15896700	18985600
"slr1655"	1	0	3	492229510	670777186	644506066	539292136	762381750	701463088	196435655	521707375	614411954	598301536
"slr1656"	1	0	2	57943700	42186680	79551300	66518500	29302480	58624860	66558400	51177260	67907990	57317730
"slr1657"	1	0	4	32048895	62928920	94861860	37818930	48143630	73839860	53052230	69018540	64610580	60551050
"slr1658"	1	0	4	388873016	336173240	452366120	381668840	370248794	382359500	349120800	344300866	227042644	373798764
"slr1659"	1	0	1	4907710	12928600	11720400	9602780	9078300	2551140	14594100	8447520	1384670	17472200
"slr1665"	1	0	5	383399775	502188168	527522121	701331041	580542652	417199600	813954973.5	747441658	640063602	715959231
"slr1666"	1	0	13	593533890	731003425	812095708	642089232	637647758	835332065	629439968	785698666	775068286	681153718
"slr1668"	1	0	7	190722580	201005900	212880500	191158200	247014300	262997700	254260310	227204120	208661610	197330590
"slr1670"	1	0	2	17019870	6576464	10672700	16200436	7094920	8367551	7350980	0	7760470	10260960
"slr1673"	1	0	2	32064920	46064100	19874900	16442460	11978210	25547200	82448996	10982240	14073110	34900300
"slr1674"	1	0	2	15437120	31137657	23398060	23623400	11328080	23635900	19279910	23704390	8244760	11879610
"slr1678"	1	0	4	148116828	368056845	85823190	188626396	222640300	171579104	175942796	332159600	118697700	148491800
"slr1679"	1	0	5	226372770	237308212	188153308	191272852	39307740	195799880	180943851	188774548	120281020	179302579
"slr1681"	1	0	2	35289790	21605890	34749130	32947250	35582600	42872020	46011170	20594820	16504880	14965260
"slr1686"	1	0	2	33561823	76933372	65036000	40955690	33453730	25781046	158297070	35774517	51574000	42550830
"slr1687"	1	0	2	14036710	16540590	14188910	21521960	5913570	12338390	17767450	16321900	20794620	7274110
"slr1689"	1	0	4	944399700	519904016	316939506	559669996	633054216	437698742	312234270	321037712	486869800	250088908
"slr1690"	1	0	1	8506820	16233800	14504600	13433500	28601300	14383400	3841130	10263000	9404850	1477170
"slr1691"	1	0	6	174523920	134566220	204455535	271408946	122324150	198784770	174068540	191119846	244878876	160341210
"slr1693"	1	0	6	73851010	133569930	93579300	119063310	78666520	140735670	97720000	82618440	73725680	95812310
"slr1694"	1	0	4	180124602	253785381	211354292	174874700	220266030	220156257	265127810	170253400	277414537	246163198
"slr1697"	1	0	9	111451690	127471770	149135548	136557010	143630140	129882856	121830590	126486260	178152926	130666280
"slr1702"	1	0	4	202246200	218508700	235729980	284136900	173181000	273136900	173561860	356426930	187524290	248215644
"slr1703"	1	0	11	525834974	534793262.699219	746811362	554081226	638476698	632439484	548447782	498034065	448137810	473588147
"slr1704"	1	0	1	10602600	4335360	17274300	2170210	3026920	2856140	5620630	8752620	5425050	45310100
"slr1706"	1	0	1	0	0	644151	12707700	0	9844920	3396620	2596680	18899100	8882390
"slr1710"	1	0	1	3829190	18478600	2112750	7820140	1609870	22345000	16591800	7139610	4645140	3132820
"slr1717"	1	0	2	11373700	21194000	5580004.69921875	8604790	6807554.203125	10835849	12455112	9209571	18515000	5919757.30078125
"slr1718"	1	0	7	895570900	878398456	943572784	810912662	919791812	846243020	849686748	805820120	823085872	891952908
"slr1719"	1	0	7	1350545996	1542544034	1573963492	1013842276	1362158320	1412223048	905335732	1401364842	1092377195	1242039064
"slr1720"	1	0	14	725386009.296875	692692553	928650395.101562	782620450	665970629	1174095242.19922	925604695.796875	1138289837.30078	856419619	794888486.5
"slr1721"	1	0	5	46122080	35507690	50130460	28716070	94019510	47359770	38614420	34901690	69155500	35196760
"slr1722"	1	0	15	2283567545	2041350069.19922	1548960037	2363287416	2100392202.7998	2075096747	2481745183.5	1995556118	1916914769.19922	1859200268
"slr1724"	1	0	1	22704500	17092400	24398500	29735800	28538500	24223600	24540900	16719900	21325200	11948800
"slr1727"	1	0	7	237746810	189902740	156813836	196755898	171440746	169931525	273509710	206015510	200823390	195269620
"slr1729"	1	0	2	11019800	6343780	11034550	12051470	6917340	16898000	11631960	3316940	17655820	3962923
"slr1732"	1	0	2	9684702	22937190	26525090	23660820	14387010	20060590	70904080	42574060	80962330	33480790
"slr1734"	1	0	16	988361588	1277725415	1432161861.69922	1257678976	1185210371.60156	1207260916	896189463	1395424575	1004891536	875742150
"slr1735"	1	0	5	145393586	155299050	120199010	89552000	108273080	131865390	75541470	98216690	98347360	108070280
"slr1739"	1	0	2	95746300	66014600	87608600	87530200	44405760	71780240	26360120	19552380	44527450	30643810
"slr1740"	1	0	8	155784740	183670910	173904100	158582630	228198500	196579800	200417500	145903370	174637210	195371800
"slr1742"	1	0	6	71883640	67249600	72485550	73014070	50651972	82550780	87229220	78253380	38610720	59575050
"slr1743"	1	0	6	92890494	78805083	64687690	39193760	90736500	83070920	105992200	158506244	150444934	105497520
"slr1744"	1	0	12	489135910	375293674	564122494.699219	448149042	851233514	577832250.703125	733191809.898438	338705520	477597379	352473702
"slr1746"	1	0	1	217375	0	8132430	4014500	3288190	5056900	3267300	5143400	2118500	314232
"slr1751"	1	0	15	1864799280	1877660040.5	1961952239.89844	1745304010.90039	1362456288.60156	1574030717.59961	1543356929.33008	1621702525	1307290862.12939	1317493360
"slr1752"	1	0	1	4532390	4239370	7973880	21674300	4604340	12390300	36602400	6200060	45245200	19452000
"slr1753"	1	0	9	151303740	141397782	154051337	172814294	124543623	216695380	166324344	143177433	203188954	128833956
"slr1755"	1	0	5	164987647	208692304	292772996	206837940	211838970	275459604	302600400	259754400	295044100	331365704
"slr1756"	1	0	22	9533192037	7756233099	22330382941	10304386931	15256059187.1992	13032841733.6992	9473032057.30078	7912174555	7153413209.69922	11452033451.5
"slr1759"	1	0	1	56198	252002	113513	221057	403811	69805600	0	0	1269830	96315.6015625
"slr1760"	1	0	2	11773400	5313480	8220130	6453530	12822500	9795688	5300620	2656700	13090900	6895790
"slr1761"	1	0	3	739443318	738586712	693390104	361130990	510187528	695249427	591043090	407737284	826877944	576133096
"slr1762"	1	0	3	14241194.6992188	20939080.1015625	18272576.4003906	13310630	27603660	17678270	21622850	23877680	21246178.7001953	24597330.5996094
"slr1763"	1	0	9	240557304	211480072	313732997	231523908	390798291	318909164	297301806	187515120	223305654	287409020
"slr1767"	1	0	1	10778100	3442500	4800080	4046370	5389300	14250100	5869800	4645370	4891930	7948990
"slr1768"	1	0	5	278923760	240746080	258494794	380615064	297595396	256568034	389864470	353673588	363846508	287241430
"slr1772"	1	0	5	216001280	80924376	173611414	75437513.5996094	141819173.601562	77804128.0996094	92147550	135718800	80711970	154291251.601562
"slr1773"	1	0	3	27426090	35509600	34024194	96245964	52209863	80352920	40928000	94209090	22036699	76414398
"slr1777"	1	0	6	27753360	58919530	152182048	90384780	73287530	128253580	85648260	115643846	91620250	143129040
"slr1779"	1	0	2	14710000	13440850	8618410	38217533	15875100	13989224	93759286	70973930	46493917.3984375	26236170
"slr1780"	1	0	7	746389166	499273399.203125	1628699159.39844	1126567586	1108488210	971248203.199219	790630754	1033327412.30078	1481488237.70312	1317138447.59961
"slr1783"	1	0	7	366054570	251227320	261375959	201312466	236844605	210464153	221918120	191026700	159584457	200577726
"slr1784"	1	0	2	31622037	30196800	36556110	42463500	48155890	39463560	22211680	49670400	61866630	39441280
"slr1788"	1	0	1	3985610	2643250	7103650	7374730	6846170	5569890	20159800	5553380	7696290	4306970
"slr1789"	1	0	2	15529300	1249810	3825250	2995582	3098650	3905780	9653920	7230820	1925482	19949970
"slr1791"	1	0	2	9327560	9889700	4257120	14623870	8267710	11429890	9637210	14721800	5143720	24281500
"slr1793"	1	0	12	928800472	821865180	970368873	906547901.700195	944392226	891979151.699219	958135392	691927366.398438	1174588190	728778312
"slr1794"	1	0	10	130170870	96508061	135720158	174199300	160954620	178245494	152863779	142083570	203086720	161587996
"slr1795"	1	0	1	19273200	17142050	24724720	24423660	23876680	24223390	23034600	22943150	21097530	19388740
"slr1796"	1	0	7	139989291	144409361	164136991.080078	112892506.5	162037420	162309940	172308539.900391	141713486.599609	159496480	142085114
"slr1800"	1	0	6	133634170	104657519	151701210	163549670	143235070	105985290	107952920	113525920	144756850	148276900
"slr1808"	1	0	7	67202686	98639070	122905750	105340399	103624710	116215304	49882990	87353610	82947984	105089537
"slr1809"	1	0	2	28860270	9120155	36029230	32466746	7083400	66460440	34836170	54521190	53797624	18199505
"slr1811"	1	0	1	8344840	2943970	3834200	4678240	2063110	3079770	3805320	1705970	1508060	1890750
"slr1812"	1	0	1	9980550	6886630	9491530	2665280	1446840	9730580	3083690	2531810	774374	9751930
"slr1813"	1	0	1	2631700	15322400	1381170	16749500	570964	4001180	19646800	8127570	41975700	47257100
"slr1814"	1	0	1	480554	1004530	8567480	7812430	2010240	7124130	11217600	16033800	14147400	6552310
"slr1815"	1	0	2	23371160	9601400	18113660	6795410	14654140	5559900	9798240	8408775	12955940	27673110
"slr1816"	1	0	3	16218573.6015625	18068488	49353400	41992952.6015625	18382267	17175598	43322832	24711857	66594000	30304330
"slr1818"	1	0	4	42398570	28474900	39666710	42825120	31986400	30205110	72976180	85726370	68784270	58091200
"slr1819"	1	0	5	39713800	52530300	78105340	40305440	64595980	48333780	32341350	35086790	42801560	66108760
"slr1821"	1	0	3	20720810	12324760	19917660	16465200	38036020	25704160	28180890	16534440	23125590	29809970
"slr1822"	1	0	2	283037	21664870	3140230	8955890	8314617	19707680	41838460	19132200	11396960	37216127
"slr1826"	1	0	1	70417904	46696400	99853200	54734300	70142096	62812400	50422900	48428900	56401200	89364800
"slr1828"	1	0	2	25216386	29905472	9541576.796875	14364089	8027553	20426373	15025335	14919526	15698019	15228667.5
"slr1829"	1	0	7	84540710	93878790	64196680	103858940	183610324	82808750	111235500	98640500	136217470	117769250
"slr1830"	1	0	8	203100595	291568950	170350519	196227310	156239440	158347607	137209950	142926686	170379520	173098830
"slr1834"	1	0	5	5913197764	3400359571	3544973623	4707639840	3801741052	4246522282	2734278146	2769681824	4827911358	1346804798
"slr1835"	1	0	5	111734954	130487464	142034015	156090055	212738992	129581018	211750851	174324360	243400057	139045356
"slr1837"	1	0	1	16575500	17512700	15237600	15550200	17504600	17507500	15490100	22330600	22742500	23101300
"slr1838"	1	0	3	400178892	279666754	354190338	432629106	517826112	673360000	348485414	370810554	653088602	782392260
"slr1839"	1	0	6	426335286	654422418	341959236	592008598	320087420	304199220	393740446	500206188	276156616	465049774
"slr1840"	1	0	2	4757350	8220950	5570841	6882330	5975647	13474360	9126900	7120370	5079243	21060350
"slr1841"	1	0	7	828521904	659601812	694561304	855587818	541175390	604831954	503045750	713617153	541585360	648691546
"slr1842"	1	0	9	526870532	725545000	836356584	783962948	626931830	586417246	417522218	538683282	526361924	515518640
"slr1843"	1	0	16	721155590	869794094	1016493646	975442278	692668596	798758378	683488859	678297460	629769096	700465899
"slr1844"	1	0	12	114920720	96031500	125259910	117018480	121686640	101724430	108017200	122664630	64544445	56071903
"slr1847"	1	0	8	670036137	570879150.398438	531292981.101562	558756591	777483124.398438	678651225.003906	561218980.898438	560960680	541782154.296875	471882101.5
"slr1848"	1	0	10	275452326	317648770	336605836	332903870	384955752	224077420	253066520	291484580	275456416	321255140
"slr1852"	1	0	4	355687916	255006700	309407308	255479004	247672280	226429252	291269480	459081688	187011796	235743100
"slr1853"	1	0	1	330752892	406018292	485358000	348385792	461525908	437758292	508087684	255572068	329035300	578416900
"slr1854"	1	0	5	301359580	806360206.398438	352432371	630583318.699219	448700067	313573545	448371570	418317618	256131708	319553133
"slr1855"	1	0	16	1590504255	1367433275	1516437599.5	1490765788.30078	1503171395	1679365531	1379598565.60156	1396461837	1765568447	1501467433.89844
"slr1857"	1	0	9	153089655	243179355	170588651	152056335	200879443	132121207	209135557	201628196	201598700	143138620
"slr1859"	1	0	4	915464112	975230084	638880360	560238612	803082774	416269493	619141547	786159396	462918624	805464659
"slr1860"	1	0	3	66298900	65711050	108742530	58461900	118272394	48630570	30917710	16543900	68279710	29789430
"slr1861"	1	0	2	77362200	58716300	81888000	44558200	47492900	70766000	28493090	39652400	46410400	63446300
"slr1867"	1	0	6	174105544	246739668.699219	229913100	143247948	194428120	197343254	227598162	185564372	285746460	238971465.296875
"slr1869"	1	0	1	8254030	8382820	19355700	6766900	15977600	4520970	6057860	6931530	4464310	8842460
"slr1870"	1	0	2	8715540	8106860	10522617	9920796	19261740	16336191	79707400	9837798	16425410	12372000
"slr1874"	1	0	12	488596359.796875	502616841.199219	552028488.601562	470080168.640137	683435449	513357426	429343596	361760940	538018389	463943568
"slr1877"	1	0	3	76251750	86117406	86286710	87524370	77789610	80667464	73347010	63068650	79503620	110880904
"slr1878"	1	0	5	60203820	71528380	68507850	39447765.0996094	102015997.296875	61434180	56447619.0996094	59782524	81499745.296875	72817142.1015625
"slr1879"	1	0	1	58506500	75715400	82276400	49360400	0	69538704	55785600	45050900	100460000	51124100
"slr1880"	1	0	3	20273804	15501597	4004020	13584140	12925240	12667680	17848400	16028220	14552280	14323180
"slr1881"	1	0	3	44358670	29403590	101974850	108317160	79610430	69380000	102227240	92267590	116150100	125399290
"slr1882"	1	0	2	8230840	6745299	12809670	7328300	11400130	12782600	36193400	7680890	7752910	4565030
"slr1884"	1	0	6	123858780	109735050	98200330	127005700	75618650	62715500	75566260	135368130	75974960	110132117
"slr1887"	1	0	10	958234080	1178145228	1324721924	1102656872	1417362240	1206327334	1029286280	1097358014	1058590838	1534893796
"slr1888"	1	0	1	644926	0	0	0	7433210	0	0	0	0	0
