# Protein abundances computed from file '/tmp/knime_labelfree_MSGFp66336/fs-Conse_0-134-66343/000/000/ConsensusMapNormalizer_0/20190103_A1_0.consensusXML'
# Parameters (relevant only): top=0, average=sum
# Files/samples associated with abundance values below: 1: 'UNKNOWN', 2: 'UNKNOWN', 3: 'UNKNOWN', 4: 'UNKNOWN', 5: 'UNKNOWN', 6: 'UNKNOWN', 7: 'UNKNOWN', 8: 'UNKNOWN', 9: 'UNKNOWN', 10: 'UNKNOWN'
"protein"	"n_proteins"	"protein_score"	"n_peptides"	"abundance_1"	"abundance_2"	"abundance_3"	"abundance_4"	"abundance_5"	"abundance_6"	"abundance_7"	"abundance_8"	"abundance_9"	"abundance_10"
"sll1251"	1	0	1	0	0	0	0	0	0	2157050	918518	0	0
"sll1252"	1	0	2	19012400	13948000	20229900	40627760	0	0	0	0	5669360	0
"sll1253"	1	0	2	43350000	0	1981490	29495400	0	0	0	0	0	0
"sll1254"	1	0	2	0	0	0	0	3489900	0	12322100	0	2582630	0
"sll1258"	1	0	3	96839504	130306796	213172900	182955100	214813704	181001700	138759296	102789300	139593000	161179500
"sll1260"	1	0	7	413386412	383306030	618971160	836887484	447854656	282433304	714883095	379936412	698737904	776702038
"sll1261"	1	0	8	1418244038	1218096860	1387829494	1623465232	783237302	1332851052	1041989370	685577583	1537260720	1717287242
"sll1262"	1	0	2	192043108	284235620	315975038	183266896	213151804	206833104	155185964	312226900	199289504	166422608
"sll1265"	1	0	8	0	0	8566120	1557830	0	24299604	18592560	22455550	35129980	56935455
"sll1268"	1	0	5	50009300	51896100	18734210	48501970	11870710	26121420	18846740	0	48188100	16078760
"sll1270"	1	0	6	162624600	174336800	129861000	207208890	187025180	116866000	165903044	123005430	99140500	229754208
"sll1272"	1	0	3	0	0	49768400	18905100	0	31181500	62179100	43014000	58995080	36920700
"sll1273"	1	0	8	76601790	111169080	85220200	144195130	95028900	99278000	164044130	110901350	126463205	97059220
"sll1275"	1	0	14	371884141	319586496	302780114	513422846	254829500	315609340.800781	359031190	351612650	135824984	227157930
"sll1276"	1	0	1	0	2403120	0	0	0	0	8221350	0	0	6223160
"sll1280"	1	0	2	5569140	0	23131230	0	0	7086580	0	0	17631300	0
"sll1281"	1	0	1	11860300	15929300	0	10144500	91052800	3887600	0	0	16423200	0
"sll1282"	1	0	2	16282780	22231800	8352480	65697100	15104900	19934900	52552600	128107900	35605600	20291000
"sll1283"	1	0	2	25537100	14979700	29576400	35285300	56035500	59890000	64156300	31433900	36981600	32791400
"sll1284"	1	0	3	124386500	136919900	151381104	153027700	79839800	104826500	107477600	145891100	222135100	112371200
"sll1286"	1	0	1	0	0	0	10747800	0	0	0	0	0	0
"sll1289"	1	0	4	76253900	66426520	91116140	161099472	63434570	132604996	103410050	190648764	159324922	121147141
"sll1290"	1	0	3	41381100	56634800	51794120	43622400	35247690	67618700	47294600	67926000	35893100	29241100
"sll1291"	1	0	1	8418920	0	0	0	0	0	0	0	0	0
"sll1292"	1	0	3	167597200	136371000	149837900	210949400	128574700	89648400	176974400	101126800	140621296	158970000
"sll1293"	1	0	2	5177130	10623700	61582600	10493800	0	8293850	0	25803800	5717200	11458100
"sll1294"	1	0	10	284984900	159915430	291354704	274326914	235161940	314403050	204486020	160509330	202264300	168232000
"sll1296"	1	0	2	0	0	0	0	0	0	4419090	2183620	0	4985590
"sll1298"	1	0	5	238396100	184395736	55808900	158694784	52401300	100738200	115871250	97034304	28580300	41274300
"sll1299"	1	0	2	0	22564100	17199200	0	15759100	0	27096300	0	29070810	7968040
"sll1300"	1	0	1	0	0	0	0	0	0	0	18164900	15283300	0
"sll1304"	1	0	1	170645192	97456600	79643300	104079860	57874740	80915104	82025696	47423800	68714896	48221000
"sll1305"	1	0	6	171241292	186308500	125895120	177575242	99755050	138361100	149923900	159929924	73106304	149935740
"sll1306"	1	0	4	99669700	223081300	123855400	173465100	156829300	165676096	211850260	186433800	118733100	102974400
"sll1307"	1	0	2	24293500	0	0	0	0	42625400	18020900	25930040	33386600	0
"sll1308"	1	0	1	57250600	39322200	45375600	52902000	47547800	63665600	0	38534100	58881800	65101400
"sll1314"	1	0	8	142990160	70119880	90933540	283376190	119850950	126960230	241884982	144562280	178723530	174446961
"sll1315"	1	0	3	73758096	58747200	82161104	82392200	115548570	62751000	74745400	82302500	49465900	93236704
"sll1316"	1	0	8	1278216408	1032746607	569276223	1267799574	996562448	1058624984	766977302	578602881	511359484	852491360
"sll1317"	1	0	5	2350783870	1708697090	1951637344	2251326978	1736045656	1986224732	2060817128	2475062108	2315113678	2807856274
"sll1322"	1	0	1	22334500	15700000	16703400	41861200	24285600	24269300	58069400	59974200	46411500	84625400
"sll1323"	1	0	3	786760556	849041900	968248690	1042299750	813016534	654276182	526481312	1116824284	497911008	513017892
"sll1324"	1	0	7	8742512	6033532	3126231	8287647	4742128	6659233	1826049	22716736	7758931	3548990
"sll1325"	1	0	5	887270708	497083600	1644379124	1012241996	1041666392	1558970984	2529092468	958605606	1626311208	1849622600
"sll1326"	1	0	16	7956730694	11787082493	11687540688	11064857968	8868271298	7014387427	8410170521	5402495990	10568205892	7680046312
"sll1327"	1	0	8	581934905	986866602	608976576	1087124047	406439882	1030603748	662770006	1142877619	1300192192	999773784
"sll1329"	1	0	1	16199900	13129300	22779900	26360300	21173900	19717400	18743400	13768200	27020300	23401000
"sll1330"	1	0	2	0	0	2914110	4587380	0	224958	2463710	0	0	12526800
"sll1333"	1	0	1	0	51951200	0	0	0	0	0	0	0	0
"sll1334"	1	0	2	0	2631040	7575070	0	3743380	0	1420550	0	0	0
"sll1336"	1	0	13	290766804	213625300	332686118	271734300	363194900	249718196	383585500	136276960	246205363	212667940
"sll1338"	1	0	4	254680000	167834096	350030318	323092328	309435000	410491848	363695652	208481400	263845628	222845000
"sll1340"	1	0	1	0	0	0	0	2931280	0	0	0	0	0
"sll1341"	1	0	6	417902502	552787992	294319596	518426380	286034100	463607404	574533189	360223100	468049138	298724496
"sll1342"	1	0	13	9395097684	8066935596	7131692662	8791261702	7911172029	5524201792	9450923622	5122631528	13166384344	6713168584
"sll1343"	1	0	7	110755900	132180100	95950410	126452700	83668900	112395900	103670240	108722600	135379660	137600296
"sll1350"	1	0	1	0	8271900	0	0	0	0	0	0	0	0
"sll1355"	1	0	1	0	13145000	0	0	0	0	0	0	0	0
"sll1356"	1	0	15	223382500	266821658	372021108	264423000	257679250	216601500	217134100	254561300	225106430	214867750
"sll1358"	1	0	1	0	0	0	31526300	0	0	0	37653600	0	0
"sll1359"	1	0	1	0	0	0	0	0	4763000	0	0	0	0
"sll1360"	1	0	5	8959980	2227802	1050480	19913270	10455800	6332610	14772186	18630158	0	672967
"sll1362"	1	0	11	322186218	209429560	305699450	254276780	272639140	339574838	337545786	254932608	409176436	262911018
"sll1363"	1	0	13	2415413839	1747904604	1566864722	1687909728	1621242140	1838081646	2139169654	1906936959	2042088730	1788967660
"sll1365"	1	0	2	0	2243530	26005900	6628290	0	19869000	0	7110230	0	0
"sll1366"	1	0	5	0	1579380	4497500	14215250	0	11029300	4051010	0	0	24180760
"sll1367"	1	0	5	10848500	10091900	12294000	42325800	50084400	37759700	21923160	18916100	49410050	46677300
"sll1370"	1	0	2	22950800	28283000	15455800	41134000	12995100	0	23086900	29752500	36600800	26279700
"sll1371"	1	0	3	13843500	34991410	23698890	26604710	0	8963300	8828650	15338000	14202100	12029500
"sll1372"	1	0	1	0	0	0	0	4305090	0	0	0	0	0
"sll1376"	1	0	4	22775360	0	38415100	11228400	29444000	22851240	29466840	57535000	6680970	11512700
"sll1377"	1	0	1	0	4138780	0	0	0	0	0	0	0	0
"sll1380"	1	0	8	489467900	414597304	489256400	590723970	304219604	492804892	550764750	304025654	520841392	374422400
"sll1381"	1	0	1	11874300	14187600	12085900	17792700	11573600	0	21290000	6236840	0	11820500
"sll1382"	1	0	1	27209700	20846600	0	45922700	20036300	15099700	74209460	18495900	0	18117400
"sll1383"	1	0	2	10975500	16601300	19935800	11391000	13267900	19902500	7472650	7318490	0	14218300
"sll1384"	1	0	4	103603500	195057504	164355700	240806608	242130600	196548800	99364511	152859130	110283100	237211200
"sll1387"	1	0	1	0	0	0	0	0	0	0	8258830	0	0
"sll1388"	1	0	2	0	19551310	0	9700630	6987630	0	56951960	17315600	0	17998600
"sll1390"	1	0	3	30634200	15556700	90139300	69979800	36625200	101185700	63198540	90582900	52870300	74407600
"sll1393"	1	0	5	99707300	67765470	109859900	139431050	111687250	113025900	105850900	103405650	81988010	109883241
"sll1394"	1	0	3	130788920	93523760	112737500	147738800	94187000	111685400	43644860	109862000	54462300	54768200
"sll1395"	1	0	4	11314400	19023800	22106600	20411300	25352400	38355660	34469500	10343200	11377800	23320100
"sll1398"	1	0	4	1490020648	1656222000	1281281432	1141628024	1275726212	893872984	1448866516	2072314268	1418919940	2211236792
"sll1399"	1	0	2	5703500	1964600	10990200	0	12584300	0	10050700	0	18417560	4966030
"sll1400"	1	0	2	0	0	4220150	16846820	0	17611100	0	2416400	0	61466800
"sll1407"	1	0	2	0	0	0	1452070	0	0	0	0	0	2200980
"sll1409"	1	0	1	12824600	0	0	0	0	0	0	0	5886010	0
"sll1414"	1	0	3	72036300	75133900	129606800	69342700	68462400	47110300	92375200	89739500	47325100	62001500
"sll1418"	1	0	4	168249366	184025316	199007680	175130350	165669308	262196008	202106800	173154680	242988292	215233660
"sll1423"	1	0	6	18386800	66380700	40887300	26915400	63177110	38747350	38324000	28057600	16233500	24081600
"sll1424"	1	0	1	0	0	5938560	0	0	0	0	0	0	0
"sll1425"	1	0	7	249112046	210833410	210298070	238486152.800781	112368270	144346300	210307540	236378020	95822540	189219630
"sll1426"	1	0	2	621422	0	0	0	5450310	0	19968700	25628100	0	0
"sll1427"	1	0	1	0	0	0	0	0	5530520	0	0	0	0
"sll1430"	1	0	6	67983740	149321300	22093900	172281604	13148400	20119230	55286900	139922700	22032600	106990300
"sll1433"	1	0	2	14279000	22099300	20931400	26117300	0	17694900	18285100	3307180	0	0
"sll1434"	1	0	3	0	0	18281300	57694900	63380280	77963100	92053300	13953160	17705010	54187000
"sll1435"	1	0	12	661550010	647014924	868795690	795203804	653622712	808663812	527838792	910796752	749843606	473323060
"sll1440"	1	0	2	37223100	59478320	11034520	48195900	10178000	27446860	17546460	54269850	54218540	28259300
"sll1441"	1	0	1	0	0	0	0	0	2457510	0	0	0	0
"sll1442"	1	0	1	0	0	0	0	0	0	0	0	5907210	0
"sll1443"	1	0	11	308797000	421182596	341126100	511464000	394076504	379572916	246395740	330203690	313040166	531833604
"sll1444"	1	0	3	120397100	134715804	199001804	182092500	50048500	158654304	160006604	144113300	78264940	118691796
"sll1446"	1	0	1	0	0	0	0	9635650	0	0	0	0	0
"sll1450"	1	0	7	170451700	131371500	221361904	186343500	88072510	206657960	190620610	153957400	123628570	152144570
"sll1451"	1	0	1	40050300	0	0	0	0	0	53046800	37542900	0	0
"sll1452"	1	0	15	417040192	327643760	638683470	1331322776	966424208	1542741604	1425348342	1725986404	1840035833	1389348156
"sll1453"	1	0	11	47458400	99491200	161665580	199825460	240886300	274192716	242697600	276107960	208966400	184312000
"sll1454"	1	0	1	7495170	0	0	0	0	0	10223200	0	10405300	0
"sll1455"	1	0	2	0	0	0	2846980	12025600	0	0	0	0	1186380
"sll1456"	1	0	4	143242000	93104600	85219930	126584300	109329540	127686960	184879600	118639600	92892610	129990520
"sll1459"	1	0	1	0	0	0	6394070	0	0	0	17616000	0	49559400
"sll1461"	1	0	1	0	0	0	0	0	0	0	3674000	0	0
"sll1462"	1	0	1	0	0	0	0	0	0	2140150	0	0	0
"sll1463"	1	0	9	83340900	109461910	221293320	200917200	195350900	211411404	580049986	199617504	188553360	222590804
"sll1466"	1	0	1	0	0	23948600	10524100	0	0	0	0	0	12334000
"sll1469"	1	0	1	38099300	0	4035130	12826900	0	0	0	0	0	0
"sll1470"	1	0	8	179698474	147777240	247756300	214185464	167073520	258680054	256600796	173122600	185014700	192895930
"sll1471"	1	0	4	84630690	40678800	134668140	50008900	45185500	119350700	135324700	41119700	14762600	54952500
"sll1477"	1	0	1	0	0	0	0	0	0	0	0	67637.703125	0
"sll1479"	1	0	4	225901100	290600498	320668400	311268808	225193100	291283000	372322496	288483896	427568800	416550900
"sll1481"	1	0	1	0	0	0	0	0	0	0	2405970	0	0
"sll1483"	1	0	2	91597100	57680300	68612100	71645000	46585250	30328040	68471400	8270950	44068816	42686000
"sll1484"	1	0	3	164145000	23194640	0	44632300	58257700	38936300	57879400	54484800	57295200	36893900
"sll1489"	1	0	1	16273300	40605200	5131140	0	0	0	29090800	29525700	15542300	27031200
"sll1491"	1	0	3	9057490	8563740	0	0	25204900	0	20747500	8488060	0	0
"sll1495"	1	0	2	76965600	58298700	61260300	86361300	30955600	23064600	48955400	44589400	33814400	27071700
"sll1496"	1	0	4	8018800	31560300	0	12667200	8887140	13581100	39666100	33331180	0	0
"sll1498"	1	0	3	103719000	106242104	99181600	97480600	229154000	122507000	81611104	39870200	141514000	28915900
"sll1499"	1	0	24	947778134	604294034	1000089444	809005808	732970210	866031502	597009891	862958285	703757920	826468788
"sll1502"	1	0	26	929867044	1053262146	945502012	1160624954	858093672	795259756	815480368	791740004	771787598	1127830448
"sll1507"	1	0	1	13557900	0	18334500	0	0	17235400	0	20149800	47245400	6955330
"sll1508"	1	0	7	94677800	48189500	39621300	197289200	78035200	117037300	54441062	148346627	374192728	183712400
"sll1514"	1	0	4	90832200	135987300	159651296	165385700	31764100	40806900	40040800	48897000	0	16745200
"sll1520"	1	0	2	4086710	2920060	6390990	10149950	3987770	2137460	6500070	0	0	5040390
"sll1521"	1	0	10	262453040	246082620	316710910	234140600	218528270	295775304	151621855	178817200	209925450	184421300
"sll1522"	1	0	2	0	0	0	0	6455680	0	0	0	0	2307380
"sll1524"	1	0	1	0	0	12346600	0	10185400	15915500	0	0	0	0
"sll1525"	1	0	10	553142280	502259927	490228523.5	564072773.601562	188416800	364707190	363409800	448304386	339606630	363298325
"sll1526"	1	0	13	419791700	615972712	592142408	648217995	533957892	552687082	532374392	442353048	499221158	672768624
"sll1528"	1	0	11	114468460	242320700	184086770	631565490	229305700	235532534	96556200	139689000	249052956	263178194
"sll1530"	1	0	2	47331100	105284000	205270304	56093000	164864896	173342504	75828200	14701100	136425200	79151800
"sll1532"	1	0	2	25033000	15397700	59076000	17153900	12746800	8048280	20966120	18110300	0	0
"sll1533"	1	0	9	380331370	480114200	524165940	344230904	488781504	513108426	493364900	331527630	422413796	322198480
"sll1534"	1	0	2	0	0	0	14529588	0	0	356903	0	0	0
"sll1536"	1	0	13	1183189044	1389773996	1183272176	1804944458	1352865500	1573836260	1694460796	1475721474	1661536120	1183500522
"sll1537"	1	0	3	218933300	141322200	273180400	260707492	211076304	239809000	163420096	192603700	197088000	152368400
"sll1538"	1	0	6	78362370	106550020	207097340	108144100	44939530	38709900	0	193311500	93156010	67742570
"sll1541"	1	0	2	14448400	8813510	19361160	6506050	11432600	2333460	10025200	0	10095200	2813930
"sll1542"	1	0	3	32252490	44678500	18866900	39124280	0	22844750	8368360	39125500	25199730	3207660
"sll1545"	1	0	6	410422996	441643808	614515388	502941000	282305400	450273704	393837708	472513126	465219600	472130796
"sll1546"	1	0	6	44863850	102689190	36010120	26006700	44774230	52517995	51973510	49227750	47819487	28777105
"sll1549"	1	0	2	2575310	606266	5406110	0	548986	0	0	0	2828210	0
"sll1552"	1	0	1	0	0	0	0	0	0	0	18801500	0	0
"sll1553"	1	0	12	576972492	583310208	711894872	373498850	690815751	694662896	699122710	600575337	778067424	504368566
"sll1555"	1	0	4	81122200	0	39123600	37241400	0	10792700	16655920	1711700	31572700	39561280
"sll1556"	1	0	2	11572600	0	0	0	12193370	0	14065900	23952800	0	0
"sll1557"	1	0	3	8289340	0	0	93565904	0	0	0	47310700	0	0
"sll1558"	1	0	2	0	0	0	419554	0	0	0	13820100	0	0
"sll1559"	1	0	8	1727837284	1801597100	2289519768	1947985816	1770430000	2094915620	1999427884	1717376224	1950048272	1930553178
"sll1561"	1	0	26	737659100	762330574	765578490	834392146	665685196	838959204	720780902	560508460	584596416	601902270
"sll1563"	1	0	3	0	0	2055340	4042730	4521120	16042900	28415400	15727500	17604800	9096900
"sll1566"	1	0	4	38123100	44735400	36575200	57867600	43869890	13317000	62635093	41235300	45986070	15879900
"sll1568"	1	0	3	21292670	0	9938650	0	8797700	0	0	0	7285560	0
"sll1571"	1	0	1	0	0	3539360	0	0	0	0	0	0	0
"sll1572"	1	0	1	0	0	5616810	0	0	0	0	0	0	0
"sll1575"	1	0	1	80355000	0	0	44942700	0	0	0	0	0	0
"sll1577"	1	0	14	36202948952	56468078004	26895777702	41694277050	47764913004	43712309448	39266612514	30556214951	58259362780	30391503476
"sll1578"	1	0	17	188826845302	171315951154	184446471216	203101273182	162809424231	169868902106	144905376612	164977450497	146332004241	148700995673
"sll1579"	1	0	18	18037486922	15342595463.1016	6773399370	16110994945	14978639902	12656272242	12388820884	15835248408	11972137596	8952824070
"sll1580"	1	0	16	8704588440	9575217137	9974678735	8284107067	8247355339.79688	12889274573	12874026144	14492931558	17750221076	8761373776
"sll1581"	1	0	8	176224000	182277100	123345430.101562	217980720	57865860	174386500	198841716	291264876	185888900	168483900
"sll1582"	1	0	1	0	0	6615760	5151060	0	0	0	0	0	0
"sll1583"	1	0	18	850563158	676055774	671375636	789761110	424719640	632008620	642529560	817080314	678205000	751723884
"sll1584"	1	0	3	9090540	0	18919220	0	0	0	12303700	8619180	16429860	5733740
"sll1592"	1	0	1	0	0	0	8851620	0	0	0	0	16037000	0
"sll1594"	1	0	4	56742510	156590230	75230200	71657900	66725210	73295700	82066200	45892300	19054000	39499200
"sll1595"	1	0	2	0	0	0	1063990	1477780	0	0	0	0	0
"sll1596"	1	0	2	0	0	0	6791090	0	5199120	23999300	0	0	4916670
"sll1605"	1	0	1	0	0	0	7129330	0	0	0	0	0	0
"sll1612"	1	0	2	39159300	0	23214700	11814100	7545740	0	0	8366810	0	20922900
"sll1614"	1	0	1	0	0	0	0	0	0	0	1322280	0	0
"sll1615"	1	0	9	27165490	23289070	19849080	24575720	12960480	16318250	11605490	75157695	5071272	39496500
"sll1620"	1	0	2	0	0	6346520	10034400	0	9607380	55129030	47347930	48631010	195967150
"sll1621"	1	0	7	769654244	1111454084	1536110402	1565303532	911080318	1840866346	2025953395	2070207540	2068432242	1852306474
"sll1623"	1	0	1	0	12384400	0	0	0	0	0	0	0	0
"sll1624"	1	0	2	15330500	10590200	6177340	12884000	4597600	32391660	5646090	12477490	91217654	13247750
"sll1625"	1	0	6	92310410	61890260	105398340	141697400	81634760	98725700	114253700	180128700	236359900	162122700
"sll1626"	1	0	10	2047626862	2524227240	1273575712	2222228688	1431276640	1469790064	2199742588	3605904224	1989758160	2916624172
"sll1628"	1	0	3	14552600	14413100	27550600	16774050	11786400	110555000	32661200	45895800	56128600	60316000
"sll1629"	1	0	3	6268030	735664692	13357340	97302660	18091200	38759210	23882200	1531149952	12027100	23188560
"sll1633"	1	0	5	335294800	309022292	701525292	374409900	189586700	428687404	442178200	391243800	692031284	736735308
"sll1634"	1	0	1	0	0	0	13224700	0	0	0	0	0	0
"sll1635"	1	0	2	12084530	0	5245380	0	3464520	0	5239840	72154430	1969020	5226850
"sll1638"	1	0	4	1000375308	819462816	1409766990	2058579582	772442408	1812655976	2388803784	1858633640	1578521676	2045697948
"sll1640"	1	0	5	0	21105906	100321000	144940680	25417410	23945340	30262150	42723280	250616000	0
"sll1641"	1	0	7	106354700	302313988	173039080	186744686	101127600	219675604	249081967	125382300	208244690	274370000
"sll1654"	1	0	5	732391004	933934804	677021304	722795904	897769476	530058408	441754488	844585712	481260900	1030639188
"sll1659"	1	0	2	0	0	41937900	15738920	0	0	0	0	0	0
"sll1662"	1	0	3	20326800	35896400	27673800	21284200	38046400	21790900	32186300	24221500	47019100	0
"sll1663"	1	0	10	616164168	423095970	637840860	651178914	368441344	772046432	663606816	571727956	752748508	741917218
"sll1665"	1	0	6	263247872	567206008	494590459	662857361	516210300	472882592	686483127.398438	924248298	292442908	615690137.796875
"sll1667"	1	0	3	119473296	115631600	71547500	86516300	28014900	61270600	58192200	114751266	11229200	59603100
"sll1669"	1	0	2	35026400	17794600	44329400	70923400	23463200	17417700	0	0	0	0
"sll1672"	1	0	5	52421400	47232990	67954420	9219920	4972280	39110100	27512840	20510300	39901210	38827606
"sll1673"	1	0	2	38344500	28791300	30715600	42660800	33883300	44036900	72591600	14428500	20700800	33748500
"sll1675"	1	0	3	17433410	12904400	0	19691700	0	54494500	10425500	19543200	18948700	23217400
"sll1676"	1	0	2	30043600	12689000	19172600	34038850	11977200	15673000	10621800	12411470	8246320	3798450
"sll1677"	1	0	1	0	0	6209300	14394100	0	8364930	0	0	5993600	0
"sll1679"	1	0	1	0	0	14648500	0	11112200	11509500	56836700	0	0	0
"sll1680"	1	0	4	208172500	128893600	205118836	150077100	185488100	200040176	179122200	164210326	197710200	177009700
"sll1682"	1	0	4	114843200	84732500	87434300	85909800	80921000	89866200	52925000	75877100	65442110	64362500
"sll1683"	1	0	1	0	3886490	0	3990140	0	0	0	0	0	0
"sll1687"	1	0	3	0	0	46365400	9868420	0	0	0	4001400	0	0
"sll1688"	1	0	14	327607908	237242844	697842784	524737908	681553512	616511492	646979898	444772500	390399308	347600264
"sll1689"	1	0	1	0	0	0	0	0	0	0	22049600	0	0
"sll1693"	1	0	6	46019800	106200940	51760000	59758200	3692510	48700500	44803200	38626890	33978020	20426700
"sll1694"	1	0	3	310986172	113409390	291604868	333108520	160114620	242008420	123525274	211120324	202013884	181404040
"sll1696"	1	0	3	0	0	0	0	5761850	0	0	0	18294000	0
"sll1703"	1	0	1	0	0	0	0	0	3250060	0	0	0	0
"sll1704"	1	0	1	0	0	0	1827710	0	0	0	0	0	0
"sll1708"	1	0	1	0	15405100	0	0	0	0	0	0	0	0
"sll1709"	1	0	4	63847160	113927950	207894100	61916000	19654840	153710600	253701200	402416000	175837092	239888404
"sll1712"	1	0	6	58161330	100675050	42190160	281882076	98698170	221580430	289509076	389656552	185164907	239981414
"sll1713"	1	0	2	20014860	18234150	34752290	22138800	27207800	14871550	19691900	15670000	19799270	46785200
"sll1714"	1	0	1	7229420	0	16555200	8274940	0	0	0	0	0	0
"sll1721"	1	0	9	674492717	678090908	710993895	772914000	12657938080	1306022026	708692200	11341594334	976602306	795313892
"sll1726"	1	0	1	79397200	0	95307504	76947696	91787400	0	104477000	108119000	92807296	111636000
"sll1733"	1	0	1	0	0	0	0	0	0	0	0	0	1111190
"sll1735"	1	0	4	560117612	369033312	536054800	335685200	289422404	353916603.5	325169100	518552708	315385796	376886404
"sll1739"	1	0	3	27879680	18852440	10299700	10927700	0	14323400	0	8567320	7053490	1996540
"sll1740"	1	0	5	32092200	43257900	0	53505300	35660690	31456460	92580100	43225420	271237992	36116200
"sll1742"	1	0	5	438266708	445191700	474085088	318298808	512993700	565463288	413815712	390661300	512560396	364239000
"sll1743"	1	0	4	460481208	479903300	503157816	704816574	426540512	523832400	630086504	573236992	506339418	582736152
"sll1744"	1	0	12	2760455831	3365203792.5	3445065678	5015656324	2888774200	4032205676	3428562678	3352814919	3085790284	3334260300
"sll1745"	1	0	5	1489353604	1785503518	1843588400	1649874654	1371195084	1904981344	1616058500	3093892867	1467516468	3330124852
"sll1746"	1	0	8	10248711874	14690188964	12226345560	10269050772	9984147938	9800444222	9239766550	8402664686	5589091710	5403993404
"sll1747"	1	0	9	299145500	270867300	1121307816	292535304	244268270	261665204	211524440	253606200	443052230	345543700
"sll1750"	1	0	2	29048000	23073230	39040000	39872200	24714200	34685100	29018200	28713400	42800300	30992800
"sll1757"	1	0	2	73140700	31521600	106600400	109831600	89947700	123101300	38966900	18076900	65542500	37307600
"sll1758"	1	0	1	0	0	0	0	0	0	0	0	3433880	1431120
"sll1760"	1	0	2	70717100	59924800	113839200	74118100	72070100	81323000	63752200	52207900	146962700	92651600
"sll1762"	1	0	7	613727708	599303672	529231316	747940000	522283710	546356800	709372976	515668138	689136388	629927400
"sll1764"	1	0	1	0	0	0	0	0	0	0	20769800	0	0
"sll1766"	1	0	2	0	0	0	12242500	18893800	0	0	0	3807750	0
"sll1767"	1	0	3	559511889	347634600	243294628	347835808	220004992	173515600	272568100	342008816	195560992	164757900
"sll1769"	1	0	3	400366604	642360716	333954604	372724910	365884000	318765390	394062892	408040864	269090650	388371700
"sll1770"	1	0	3	0	0	17573950	0	0	0	0	4693470	0	0
"sll1771"	1	0	7	344515814	301928596	397978267	270456354	358103596	373286924	244021020	348560996	295577044	306117592
"sll1772"	1	0	3	12161900	0	3610460	0	0	0	0	0	520657	8311680
"sll1773"	1	0	1	0	22783100	0	0	0	0	0	0	0	0
"sll1775"	1	0	10	138813940	136914500	132467220	211062451	136814660	158177960	159725600	118434350	138026574	189632920
"sll1776"	1	0	3	75281500	22541400	68362500	84783670	38555600	34514800	66458870	43302300	25405000	46457700
"sll1783"	1	0	2	0	0	16131700	9735560	2977780	0	45053628	0	0	0
"sll1784"	1	0	4	609089996	265395588	381803292	555743196	413135208	467041600	286816800	267358082	308747100	209690304
"sll1785"	1	0	8	233091710	124574280	346744600	404010142	76289010	367145308	133184420	176687514	116217020	459459108
"sll1786"	1	0	1	25126700	0	39634700	43950500	0	32185200	20686500	0	52672300	30647100
"sll1787"	1	0	26	2046335845	1880184182	2080957900	2592730538	2116548104	2188695778	2273032884	1822213712	2107706530	1821956604
"sll1789"	1	0	37	2817472041	3933758262.89844	2225014181	3462309698	2758059212	2632978380	2327797943	2173514663	2706849446	2466497328
"sll1791"	1	0	1	0	0	0	0	0	0	0	0	0	495064
"sll1796"	1	0	2	407385880	371719304	550851600	451950560	310854504	348224112	529854192	275100900	413565184	293924600
"sll1797"	1	0	1	0	0	0	21842700	0	0	9308830	151474000	0	0
"sll1799"	1	0	6	1622015200	1307984744	1858278324	2054708268	1681532936	1868664912	2307776880	2496897484	1905354996	2316791560
"sll1800"	1	0	3	297696031	412332808	338973016	321361696	282432850	299624400	522168992	575250192	203620400	486478000
"sll1801"	1	0	5	81134200	161827800	97922000	116709104	148750300	63469700	124433600	86167300	115840160	120600250
"sll1802"	1	0	5	417519270	839282376	489407700	714144184	571857984	673315868	543430908	865756676	265147008	613765400
"sll1803"	1	0	2	2040780	43613000	0	17158700	0	0	2946560	43273600	0	0
"sll1804"	1	0	7	355885600	497459908	465429320	404381108	433350480	257155594	242155772	434295600	402759112	298496574
"sll1805"	1	0	4	897548896	838805000	737166296	1044728868	1008453088	763286712	586924604	635000888	690102100	257408000
"sll1806"	1	0	6	1224240724	1098523616	1052756810	1096650216	1143705892	1037102162	808132400	1121102946	869725792	1318429692
"sll1807"	1	0	2	4115530	690829	1193050	1774830	34847163	1014550	4151860	3105280	31804620	2982500
"sll1808"	1	0	9	998333843	890339400	931769516	1175996508	940127118	1039151348	778932962	704615876	1112985400	692244818
"sll1809"	1	0	4	804816592	652647116	442725440	592416392	709641108	787436624	552449716	825136084	1029846766	609122724
"sll1810"	1	0	8	874147138	1580656588	1215499134	1437729312	1175231920	1276850060	1661970564	1523590116	1106595580	1234826474
"sll1811"	1	0	2	3010663416	2439424172	2440773344	2859160260	2233892960	2387226692	3135404000	2730711296	1669844128	2386963040
"sll1812"	1	0	5	777481392	901138724	287319816	870376324	527219948	516075508	315684390	737173504	308430363	384060930
"sll1813"	1	0	4	1089553400	388675700	1024747606	521999572	910030624	631851226	1368060896	956779868	888418900	1162903134
"sll1815"	1	0	5	658157100	1028034774	1290588784	763611800	988277450	1348822612	1482251988	1831670284	1447418200	1332809124
"sll1816"	1	0	5	230789300	223190408	273578592	256333608	485873310	254446142	172156592	164088678	235525460	325722094
