# Protein abundances computed from file '/media/storage/timothy/tmp/knime_labelfree_MSGFp27083/fs-Conse_0-134-27089/000/000/ConsensusMapNormalizer_0/20190125_FA_005_R1_0.consensusXML'
# Parameters (relevant only): top=0, average=sum
# Files/samples associated with abundance values below: 1: 'UNKNOWN', 2: 'UNKNOWN', 3: 'UNKNOWN', 4: 'UNKNOWN', 5: 'UNKNOWN', 6: 'UNKNOWN', 7: 'UNKNOWN', 8: 'UNKNOWN', 9: 'UNKNOWN', 10: 'UNKNOWN', 11: 'UNKNOWN', 12: 'UNKNOWN', 13: 'UNKNOWN', 14: 'UNKNOWN', 15: 'UNKNOWN', 16: 'UNKNOWN', 17: 'UNKNOWN', 18: 'UNKNOWN', 19: 'UNKNOWN', 20: 'UNKNOWN'
"protein"	"n_proteins"	"protein_score"	"n_peptides"	"abundance_1"	"abundance_2"	"abundance_3"	"abundance_4"	"abundance_5"	"abundance_6"	"abundance_7"	"abundance_8"	"abundance_9"	"abundance_10"	"abundance_11"	"abundance_12"	"abundance_13"	"abundance_14"	"abundance_15"	"abundance_16"	"abundance_17"	"abundance_18"	"abundance_19"	"abundance_20"
"tr|Q0KEF1|Q0KEF1_CUPNH"	1	0	1	26022900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0KEF3|Q0KEF3_CUPNH"	1	0	1	29179100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0KEF4|Q0KEF4_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	0	0	2705480	0	0	0	0	0	0	0	0	0
"tr|Q0KEF6|Q0KEF6_CUPNH"	1	0	1	0	26745100	28550200	10630300	14169200	25523400	0	0	0	20497800	19318800	0	0	23194200	18472000	0	0	21797500	18083500	0
"tr|Q0KEF7|Q0KEF7_CUPNH"	1	0	7	677099396	371628100	197130300	457438912	397165396	772756108	423938796	1366063684	152304700	411139292	136499900	750513000	220739200	155540000	231688000	218047500	138807800	114171000	74934300	265983700
"tr|Q0KEF9|Q0KEF9_CUPNH"	1	0	5	134821100	0	8106240	38203800	0	0	47016400	0	0	0	60504090	0	49012300	0	0	0	61001100	0	23182700	0
"tr|Q0KEG0|Q0KEG0_CUPNH"	1	0	9	507916900	147715600	492573700	216054200	100514696	122044400	154692300	171725200	17280900	50460500	117391000	290292908	35674400	47531400	154018000	20436600	0	46037200	0	0
"tr|Q0KEG1|Q0KEG1_CUPNH"	1	0	18	719860892	926368458	1148694046	799161332	418468494	204094358	607017400	267915526	187475640	371813028	295782028	244719676	200886610	309755458	31164540	187319600	188106330	338497600	96533100	135031730
"tr|Q0KEG2|Q0KEG2_CUPNH"	1	0	2	22527800	39122900	74487500	0	0	74598200	0	0	0	0	0	0	0	0	72234000	0	21978900	0	0	0
"tr|Q0KEG3|Q0KEG3_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	28229000	0	0	0	0	0	0	0	0
"tr|Q0KEG4|Q0KEG4_CUPNH"	1	0	3	169699900	721142992	1283911090	608616976	378529000	839226016	233022000	610813008	175277696	1076021960	751918992	1274528824	114215600	600652016	550894992	379228400	38557400	363831496	700216700	391432008
"tr|Q0KEG5|Q0KEG5_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3817530	0	0	0	0	0	0	0
"tr|Q0KEG6|Q0KEG6_CUPNH"	1	0	1	0	0	297912000	0	0	207388000	36176200	118236000	0	265515008	31817700	245188992	0	26746700	75146200	111660000	0	0	0	0
"tr|Q0KEG7|Q0KEG7_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	0	53284900	0	0	0	0	0	0	0	0	0	0
"tr|Q0KEH0|Q0KEH0_CUPNH"	1	0	3	30797300	0	0	0	0	0	261948608	0	0	0	28666700	0	0	0	0	203044592	270239008	0	0	0
"tr|Q0KEH2|Q0KEH2_CUPNH"	1	0	4	482743100	130192000	356690008	181248600	257244600	199542200	576819192	0	169944504	181170504	373561008	115798000	292662800	0	471704992	52411500	157588200	0	25732300	0
"tr|Q0KEH4|Q0KEH4_CUPNH"	1	0	4	423282916	49547900	31213500	33763700	49146600	0	42472200	76673904	40557100	0	64811300	0	100666804	0	20292100	134100704	21724200	0	0	59728600
"tr|Q0KEH5|Q0KEH5_CUPNH"	1	0	6	270162308	650694016	656424000	451255608	424212992	413425984	362166792	259394408	681624992	359599000	497759008	81303104	450929008	130347173	473760000	258730200	557569008	854054976	115485000	88943296
"tr|Q0KEH7|Q0KEH7_CUPNH"	1	0	8	553975456	392277700	366997188	282570700	577021868	258070766	753627502	176520500	360333602	245633300	262477720	252191696	562320038	269090300	337255678	465874100	626935444	236767960	226506600	278604069
"tr|Q0KEH8|Q0KEH8_CUPNH"	1	0	1	0	0	108490000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0KEI0|Q0KEI0_CUPNH"	1	0	12	85381000	0	0	6995890	49379900	7223770	0	0	183813100	0	0	0	39875600	0	0	231362800	326700900	0	0	26324100
"tr|Q0KEI2|Q0KEI2_CUPNH"	1	0	7	184102506	347881702	82697400	29202094	27698770	26630000	124666440	13928700	10132000	6376470	14635210	5472200	36332900	0	9338870	8295350	25336390	4284530	4248120	3803960
"tr|Q0KEI3|Q0KEI3_CUPNH"	1	0	20	3903294808	2115109114	1148941812	2338446984	711994692	314606300	2594137936	470942908	42635200	117411000	27570100	17305300	0	0	0	0	23048600	0	0	0
"tr|Q0KEI4|Q0KEI4_CUPNH"	1	0	13	2850946918	907824300	826880200	824336684	501460596	291488696	918342904	372621288	82352200	55821500	100301210	202728592	63168300	0	0	0	0	0	0	36832900
"tr|Q0KEI5|Q0KEI5_CUPNH"	1	0	3	107087900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0KEI7|Q0KEI7_CUPNH"	1	0	5	599873624	224461292	249455204	260227000	0	0	92503600	58693000	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0KEI8|Q0KEI8_CUPNH"	1	0	6	221029904	679510816	267814892	628780116	170933700	208153804	147921296	370593264	191209900	214293970	254287200	706431962	98076500	354466000	172771003	192837204	49671400	234989084	267794900	387163910
"tr|Q0KEI9|Q0KEI9_CUPNH"	1	0	7	203108610	232116000	390228296	51396700	49242000	0	249362900	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0KEJ0|Q0KEJ0_CUPNH"	1	0	3	137477188	156212992	0	129241000	0	0	64239000	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0KEJ2|Q0KEJ2_CUPNH"	1	0	3	43397400	0	0	0	0	0	112109000	0	0	24311200	0	0	0	0	0	0	0	0	0	0
"tr|Q0KEJ3|Q0KEJ3_CUPNH"	1	0	3	0	0	0	0	0	0	0	9484260	0	0	0	0	6943300	45232200	0	0	0	15096300	0	0
"tr|Q0KEJ4|Q0KEJ4_CUPNH"	1	0	9	104181500	0	0	7094720	31752660	0	51422800	10407600	99028000	44826600	17468700	51719100	555105204	22920000	25670300	209272100	482932704	22010900	98178804	55500800
"tr|Q0KEJ8|Q0KEJ8_CUPNH"	1	0	1	3828590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0KEJ9|Q0KEJ9_CUPNH"	1	0	1	0	0	0	0	0	1058380	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0KEK2|Q0KEK2_CUPNH"	1	0	16	1249658730	141241480	90312600	18502700	86759400	32328800	441472210	5509640	31663500	4649540	24282855	7721600	54801700	6183200	5405070	38141400	27529900	5396960	6608310	13157310
"tr|Q0KEK3|Q0KEK3_CUPNH"	1	0	1	32670700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0KEK7|Q0KEK7_CUPNH"	1	0	1	0	12812100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0KEK8|Q0KEK8_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	16851300	0	0	0	0	0	0	0
"tr|Q0KEK9|Q0KEK9_CUPNH"	1	0	2	4292770	0	0	9689580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0KEL3|Q0KEL3_CUPNH"	1	0	1	3964200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0KEL4|Q0KEL4_CUPNH"	1	0	4	727664876	1884360	0	857904	0	0	64170200	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0KEL9|Q0KEL9_CUPNH"	1	0	4	1229445164	729934074	483504992	349003008	915124816	411741356	900447286	309448992	733558424	316350168	341122456	252660992	652766400	349366020	380510718	486395008	589801024	337612418	342594122	312638384
"tr|Q0KEM0|Q0KEM0_CUPNH"	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	5886710	0	0	0	8659390	0	0	0
"tr|Q0KEM1|Q0KEM1_CUPNH"	1	0	5	22654800	631473	0	0	0	0	0	0	0	2963820	0	0	0	0	15131600	0	40081300	5106110	0	0
"tr|Q0KEM3|Q0KEM3_CUPNH"	1	0	2	0	159222000	0	21620000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0KEM7|Q0KEM7_CUPNH"	1	0	4	37717900	380212000	805985024	325992608	0	943114008	90775100	86130704	0	203546530	2641088116	1111395024	121290000	148427100	1064098868	287832308	72099696	457528000	384424304	346246016
"tr|Q0KEM8|Q0KEM8_CUPNH"	1	0	1	0	0	0	90806896	0	0	15272900	0	0	56326600	0	99224000	0	0	0	50092300	0	0	0	0
"tr|Q0KEN0|Q0KEN0_CUPNH"	1	0	13	413833000	69467140	282841722	413568092	365900252	246630732	348567104	461400708	303287500	262989622	358238888	399427516	347124680	224790590	216216700	283497270	500711042	193637400	58379850	129615600
"tr|Q0KEN2|Q0KEN2_CUPNH"	1	0	8	374929308	363056750	344239880	158750500	239300500	192631200	479415104	140347400	202528700	196040810	233973510	122299160	297041300	161948800	208912800	122974600	146682600	161454400	99409700	81744500
"tr|Q0KEN3|Q0KEN3_CUPNH"	1	0	9	547871608	523099420	483216400	502755192	840481984	545922000	1381390600	412807400	833572700	474134008	517336296	132691380	655773808	156193380	483303280	821441616	736021516	615412934	363551172	232888374
"tr|Q0KEN7|Q0KEN7_CUPNH"	1	0	5	224163908	150607650	129099000	0	312743400	127294000	238756600	115301000	219922000	82607904	134984000	0	200475008	0	0	137452992	167056000	0	76194800	108897000
"tr|Q0KEN9|Q0KEN9_CUPNH"	1	0	2	724874958	0	0	0	22921300	0	273755700	0	0	0	0	0	117606600	0	0	0	0	0	0	0
"tr|Q0KEP1|Q0KEP1_CUPNH"	1	0	6	440948796	472640992	618224000	320712992	8270890	0	343046608	0	0	172067008	0	0	0	0	0	82620496	0	0	0	0
"tr|Q0KEP2|Q0KEP2_CUPNH"	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22089900	0	29353000	31899300	0	43183000
"tr|Q0KEP3|Q0KEP3_CUPNH"	1	0	9	66604100	0	0	0	0	73580000	0	72710800	11755300	0	0	0	20986300	64018900	77313696	21489400	82640600	0	0	84990896
"tr|Q0KEP5|Q0KEP5_CUPNH"	1	0	17	531091710	816186392	442915100	60744000	210902804	358433300	863512484	72616300	99544700	145106600	195465308	61033860	315956596	237913292	257883542	263598704	231679392	153785200	76249200	124336700
"tr|Q0KEP8|Q0KEP8_CUPNH"	1	0	14	1864141884	884334992	527784812	1249106154	996882500	1866055208	2375016824	1101697420	715987596	904377716	1788197940	1359817292	2930982208	1670403384	964262300	2001206036	2731344324	2284448772	2653608324	981085400
"tr|Q0KEQ1|Q0KEQ1_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	284969984	0
"tr|Q0KEQ2|Q0KEQ2_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6648730	1894930	0	0	2043930	0	0
"tr|Q0KEQ4|Q0KEQ4_CUPNH"	1	0	1	0	52083600	41886800	38864000	0	0	0	0	61918900	0	41514600	32746100	0	32483300	0	0	0	38073900	30757200	30824800
"tr|Q0KEQ5|Q0KEQ5_CUPNH"	1	0	16	3363684984	2503822900	5217844364	2163662124	1869226164	1424287972	3107264664	2334649076	1232971492	1643120796	2596672740	2313980944	1842270718	1394787424	2690186908	1927148992	1196250550	1638268784	2537978132	1714359484
"tr|Q0KEQ6|Q0KEQ6_CUPNH"	1	0	12	478268987	248636100	276314404	77655900	191621408	221288466	704923100	166827484	225604994	244699454	160659084	149252170	760766308	262879402	231492704	467701742	721526505	172491900	197591194	99170566
"tr|Q0KEQ7|Q0KEQ7_CUPNH"	1	0	7	170393500	204393100	465283200	115863200	115669000	520551108	657793892	165640300	304754204	785614000	501711000	163146000	330524700	988353216	533821304	398319500	252446096	600385892	134682200	238395104
"tr|Q0KEQ8|Q0KEQ8_CUPNH"	1	0	6	230959200	320539008	3985244960	6218295040	12344400	2067893408	1166368512	6489529216	721707224	3077012272	1727022032	1839718048	32224760	3351054944	1076499968	1020972000	42721920	146658000	2832979072	1515299968
"tr|Q0KEQ9|Q0KEQ9_CUPNH"	1	0	10	2554513232	2038736984	2293204644	2381855252	1782723448	2091387716	2090749584	1684263960	956516392	1974436772	974498008	1238503292	1629892968	1306973380	1633375608	1378322608	1389000964	893082496	1486153512	2038719596
"tr|Q0KER4|Q0KER4_CUPNH"	1	0	17	698073912	1669371792	1212431504	1681632612	900860936	1055956712	1342262538	1601351048	240957950	1162239020	790977988	720081900	291136796	388584200	844951708	521687752	135185980	416892096	233071888	571022364
"tr|Q0KER5|Q0KER5_CUPNH"	1	0	11	1198089484	581437210	424959368	136252620	702179808	436663804	1400530112	151773100	369522692	37656100	265150178	96849000	958357486	240555200	286162900	586195596	689385384	391874700	110536804	75021800
"tr|Q0KER7|Q0KER7_CUPNH"	1	0	3	0	0	0	0	0	0	73357000	0	0	0	0	0	113958000	0	0	0	235293522	0	107599000	0
"tr|Q0KES0|Q0KES0_CUPNH"	1	0	2	28384000	0	0	0	32117600	0	29870600	0	39545000	0	11268900	0	31301800	0	0	17553900	120536996	0	0	0
"tr|Q0KES3|Q0KES3_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65093300	0	0	0
"tr|Q0KES5|Q0KES5_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	28157100	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0KES7|Q0KES7_CUPNH"	1	0	2	0	0	0	0	220531008	0	0	0	692169024	0	0	0	0	0	0	0	675437200	0	0	0
"tr|Q0KES8|Q0KES8_CUPNH"	1	0	12	1351678866	197982190	257547692	179884000	43872400	197456968	324660548	0	1277473716	0	302908852	241528382	919240242	184216548	4296720	396783416	2780721520	3364640	170040992	207400620
"tr|Q0KET0|Q0KET0_CUPNH"	1	0	4	0	0	157439000	94108800	85598900	0	43380200	39053500	50173000	162065000	0	195407992	46544900	42643500	234406000	28754600	14789600	0	82811200	152480212
"tr|Q0KET3|Q0KET3_CUPNH"	1	0	8	52787800	46631800	0	11894600	0	20496600	40140080	0	0	0	0	0	124592400	0	292909300	0	11584200	0	0	0
"tr|Q0KET6|Q0KET6_CUPNH"	1	0	4	351595392	592432000	642548992	239823008	567784000	178354000	605608460	339347008	472390016	222468992	517423008	250420000	370927748	466400992	370545984	615880518	272114298	429659916	506132992	357175008
"tr|Q0KET7|Q0KET7_CUPNH"	1	0	4	56930300	0	0	0	0	0	0	0	12353600	0	0	0	164653704	22039200	0	15374000	459113600	0	0	0
"tr|Q0KET9|Q0KET9_CUPNH"	1	0	16	759027228	193384270	191536120	94386054	308454192	157656430	2088986434	87192270	194417330	126855144	204942800	123840400	1189025582	125125810	149638668	657823808	915658357	135369000	113825870	101050300
"tr|Q0KEU0|Q0KEU0_CUPNH"	1	0	4	0	0	0	1274700	28313900	25042000	147091804	0	23331100	39182900	0	0	81484900	0	0	35159500	49615500	0	0	0
"tr|Q0KEU2|Q0KEU2_CUPNH"	1	0	3	103871000	237886300	130183000	184646364	13908100	33822950	104756700	236561104	0	126613200	108318000	51560700	68441810	57067900	0	37106300	76990044	271401104	0	572868000
"tr|Q0KEU6|Q0KEU6_CUPNH"	1	0	4	141475700	31057700	10451400	47553100	69533200	70121000	318022208	76885300	0	146313796	13502900	56427900	131306104	58406800	15264800	307873504	69732800	55744600	0	129651146
"tr|Q0KEU7|Q0KEU7_CUPNH"	1	0	16	1533712036	604098700	645451146	665643368	1015718708	562199208	1919519854	681183124	736729400	684520496	789054992	584677016	1113830480	495779392	523067492	932728854	908251400	686362096	568561896	528795992
"tr|Q0KEU8|Q0KEU8_CUPNH"	1	0	19	1956931932	1260054520	982605768	891305264	1053577054	1144354101	1689878522	1148334000	1181009706	882622528	1068585728	841539890	1615008186	949265246	826011543	1829344410	1353372874	1092223950	1026708592	1342091576
"tr|Q0KEV0|Q0KEV0_CUPNH"	1	0	5	1569920	167313100	22981600	0	719253954	138269000	0	5229670	540869284	91310500	0	0	82888300	151694000	0	0	103082400	108743900	0	0
"tr|Q0KEV2|Q0KEV2_CUPNH"	1	0	4	704321228	58397900	123010000	67862704	0	104903000	552765238	0	107911000	0	29172900	0	447190200	116884000	0	189674692	419524900	73299504	86651120	0
"tr|Q0KEV4|Q0KEV4_CUPNH"	1	0	7	0	6786430	235046500	218960992	208422000	0	0	170318000	100056200	94301600	0	289273492	0	0	136408992	0	0	0	0	0
"tr|Q0KEV5|Q0KEV5_CUPNH"	1	0	2	0	0	0	0	0	0	26896000	0	33679900	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0KEV6|Q0KEV6_CUPNH"	1	0	2	30931800	0	0	0	66664900	0	0	0	102920000	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0KEV9|Q0KEV9_CUPNH"	1	0	1	3101870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0KEW0|Q0KEW0_CUPNH"	1	0	2	116038300	0	0	0	0	0	193056296	0	0	0	0	0	81750700	0	0	67942200	130592200	0	0	0
"tr|Q0KEW4|Q0KEW4_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46613300	0	0	0
"tr|Q0KEW5|Q0KEW5_CUPNH"	1	0	2	0	0	0	0	0	0	0	1570970	0	0	0	0	1410930	4826880	8195570	0	0	22168800	0	0
"tr|Q0KEW6|Q0KEW6_CUPNH"	1	0	3	0	0	0	0	0	0	0	0	0	22079500	0	0	104706	0	0	0	33282400	0	15501800	0
"tr|Q0KEW7|Q0KEW7_CUPNH"	1	0	1	124590600	824167668	1172657984	567604992	168013900	271150308	469386900	423521892	32776400	474403600	196591504	230334512	22399900	0	323997904	29312200	91113296	424795200	209743408	708486400
"tr|Q0KEW8|Q0KEW8_CUPNH"	1	0	6	533159108	99908200	268028000	92905600	416753984	339779996	791256504	412609104	539603412	512069592	649506184	545232888	914374608	443911908	718330188	653143408	699927008	544436400	640423876	573323088
"tr|Q0KEW9|Q0KEW9_CUPNH"	1	0	2	0	0	67887000	0	0	0	0	0	0	0	0	0	33695500	0	0	0	24947400	0	0	0
"tr|Q0KEX0|Q0KEX0_CUPNH"	1	0	2	4359750	0	0	0	0	0	0	80419200	0	0	0	0	0	48549700	0	0	0	0	0	0
"tr|Q0KEX2|Q0KEX2_CUPNH"	1	0	1	0	0	0	0	0	0	0	192746000	0	521424000	0	0	0	666768016	0	0	0	0	401832000	0
"tr|Q0KEX3|Q0KEX3_CUPNH"	1	0	1	0	0	23604100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0KEX6|Q0KEX6_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40159300	0	0
"tr|Q0KEX7|Q0KEX7_CUPNH"	1	0	10	1034909275	4099792320	2530387272	5911159428	1229113427	3529470120	1799205284	4735375858	1426115474	1796537098	3233014832	2589266644	819381808	5089064106	3183106168	249049404	818448992	2208648010	836663804	233328800
"tr|Q0KEX8|Q0KEX8_CUPNH"	1	0	3	144606000	0	0	1830300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5536310	0
"tr|Q0KEX9|Q0KEX9_CUPNH"	1	0	1	0	0	7469990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0KEY0|Q0KEY0_CUPNH"	1	0	2	0	0	0	0	115916000	0	0	151079008	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0KEY1|Q0KEY1_CUPNH"	1	0	14	1809902036	890859452	592368348	891266304	146863200	79890200	623201000	374533104	83044300	168370100	158862400	173211200	574837904	122598300	49603000	168337700	425922904	190364196	122585096	164970192
"tr|Q0KEY5|Q0KEY5_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52649900	0	0	0	0
"tr|Q0KEY6|Q0KEY6_CUPNH"	1	0	4	194189996	94948896	0	322027400	43571700	0	27118800	0	0	0	0	0	0	0	76053104	54364100	27961400	0	0	0
"tr|Q0KEY8|Q0KEY8_CUPNH"	1	0	8	1283343076	298447060	475840568	387629096	697803396	394359000	695519780	232346500	1055552320	888550016	856172316	385003296	1443206504	1524633400	1010592784	461208600	1121878338	575613496	1584159808	950234400
"tr|Q0KEY9|Q0KEY9_CUPNH"	1	0	6	555674018	435608720	759740000	145134400	372859208	198361000	462512140	230740600	303004700	132928920	302655918	64573900	372132078	179348000	162603500	241345252	94106140	385196408	207517236	113600000
"tr|Q0KEZ2|Q0KEZ2_CUPNH"	1	0	1	0	0	32115000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0KEZ6|Q0KEZ6_CUPNH"	1	0	2	0	103530504	75683800	111263000	0	609281024	59026500	131482000	0	71257904	0	0	0	125983000	205219008	0	0	77317200	0	45692700
"tr|Q0KEZ7|Q0KEZ7_CUPNH"	1	0	4	404844604	69329696	0	54586900	73339800	80013296	182172600	76341296	83232496	0	85062600	87972704	247405292	66866200	97013696	180767170	204826000	74500000	81022896	70955296
"tr|Q0KEZ8|Q0KEZ8_CUPNH"	1	0	16	2707545092	3332311296	3347609604	2710982172	3526754928	2597327816	2359288872	2634132180	2797123336	3059478788	3464332800	1788173088	1723888116	1764567396	2173104084	1377860312	1506819816	1177451200	2297932396	1530165304
"tr|Q0KEZ9|Q0KEZ9_CUPNH"	1	0	1	1612520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0KF01|Q0KF01_CUPNH"	1	0	3	0	0	0	0	13165000	0	5796090	0	13590400	0	0	0	0	0	0	0	352357	0	0	0
"tr|Q0KF04|Q0KF04_CUPNH"	1	0	1	0	56222000	183048292	0	18064000	0	13081900	0	0	0	0	95643600	0	0	0	0	0	55314300	158365100	118191000
"tr|Q0KF06|Q0KF06_CUPNH"	1	0	18	2059061632	1280348390	524031464	2655193860	1183050500	775591884	294812500	1828758356	1517472008	1018738700	799918300	1697844196	1300472084	1925378168	689318300	1517728592	1524304868	968039192	1721816584	2375636784
"tr|Q0KF08|Q0KF08_CUPNH"	1	0	2	39184930	0	0	0	0	79585296	75022496	34932500	0	111935000	110860000	0	0	0	0	0	0	8238600	0	0
"tr|Q0KF11|Q0KF11_CUPNH"	1	0	8	696304500	135842000	54840300	85262700	232024288	126970600	882363516	81364600	197337104	102516100	105455700	38279500	613746296	52104700	111607400	138178600	381855800	75376700	38736400	97882900
"tr|Q0KF12|Q0KF12_CUPNH"	1	0	5	45221100	0	0	66078400	161003504	0	106512900	85629696	26843600	60830800	32891000	0	0	41033800	67813504	0	15063600	138756900	0	97634100
"tr|Q0KF17|Q0KF17_CUPNH"	1	0	9	607609506	761072592	616151908	665288192	784681500	575078148	1081939476	945396386	441288700	555751608	421760422	684377874	217953408	197254200	550995390	516133716	286286700	638952900	135514236	454013296
"tr|Q0KF18|Q0KF18_CUPNH"	1	0	3	81474704	187778308	0	0	0	0	46874700	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0KF19|Q0KF19_CUPNH"	1	0	25	1640310188	610219408	508618488	326937500	611401400	831847616	1643247292	601283984	430039516	697850496	482165808	450143000	1269483722	650828108	824219700	774066242	1100440816	550895000	555463308	179421596
"tr|Q0KF22|Q0KF22_CUPNH"	1	0	2	0	118911200	71024600	104728000	0	583669908	83589296	305516096	0	12931300	66173000	68596304	0	85234000	299869000	0	0	102583000	220556304	219216112
"tr|Q0KF23|Q0KF23_CUPNH"	1	0	10	952603176	615654500	917314792	1126545512	1570600588	827213008	1649248908	1313558596	1190685500	961426170	1156831450	1265690152	1354680084	878763288	1374702140	1450848438	1343257224	1077963010	1045985662	1255024400
"tr|Q0KF26|Q0KF26_CUPNH"	1	0	6	159969300	96647700	451317608	174325400	124539296	89782600	541233592	214745800	88947000	84791700	124343000	120868096	434453108	67466800	88006800	161092500	316538800	77242900	193022500	98992100
"tr|Q0KF27|Q0KF27_CUPNH"	1	0	1	0	33450400	48511400	31954300	0	0	0	31582300	0	46963600	0	30537600	0	0	0	0	0	43473200	0	32268800
"tr|Q0KF28|Q0KF28_CUPNH"	1	0	2	104225600	0	39490400	39662700	0	0	87511900	0	0	0	105427000	57990600	73875000	0	0	51484300	31288500	0	0	0
"tr|Q0KF29|Q0KF29_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4541650	0
"tr|Q0KF30|Q0KF30_CUPNH"	1	0	9	140042004	98108260	126366956	291541060	363940904	218130600	76725504	236336000	409404700	265658100	221676100	250157700	284656800	249605400	271252400	216001056	224221496	231964600	237170100	280736400
"tr|Q0KF33|Q0KF33_CUPNH"	1	0	9	36050800	277804992	272404800	375316284	90602496	283897504	376747208	377550016	93864704	582025984	255950000	478853108	376459196	358375008	643297484	311929500	176309940	95178496	205511008	234457192
"tr|Q0KF35|Q0KF35_CUPNH"	1	0	8	421029104	60643000	64424100	283111000	0	21274000	0	189923500	0	139574000	85445504	288912700	0	57518700	229373600	84628800	0	114630000	39559000	0
"tr|Q0KF37|Q0KF37_CUPNH"	1	0	2	374654016	52675800	0	0	0	0	52238900	0	0	0	0	0	132336000	0	0	40968300	0	0	0	0
"tr|Q0KF38|Q0KF38_CUPNH"	1	0	9	417707492	213415400	214184508	39265000	225932704	448766600	703534504	65261600	222979000	57253200	118713004	36232900	492542904	233121200	115641800	272073500	254983904	181449900	0	114897300
"tr|Q0KF40|Q0KF40_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1239900	0	0	0	0
"tr|Q0KF43|Q0KF43_CUPNH"	1	0	6	71086446	0	122971000	0	7808390	0	52840400	0	0	0	0	0	0	0	0	0	23976300	0	0	0
"tr|Q0KF44|Q0KF44_CUPNH"	1	0	2	22613000	0	0	0	0	7883870	0	0	0	0	0	0	0	0	0	0	17489300	0	0	0
"tr|Q0KF46|Q0KF46_CUPNH"	1	0	7	0	31263300	0	19005900	36200800	85566100	36541400	105765900	60074200	0	114470704	36963100	23944000	56073600	42826700	46310500	58322000	149785100	49175800	0
"tr|Q0KF49|Q0KF49_CUPNH"	1	0	13	3532506874	1768022774	1625051780	1266235390	1960951310	1471637792	4218410838	1043101122	1533737092	1118148308	1595905884	1315329806	2738444150	1150372100	1178137016	2342315182	2149787834	1101505412	1012925796	1365822800
"tr|Q0KF50|Q0KF50_CUPNH"	1	0	7	245406396	63689100	77446600	37846500	62130240	257824400	195454204	0	0	228580208	108226070	22505400	12285900	118774000	0	92052510	59798300	0	8007310	8545390
"tr|Q0KF57|Q0KF57_CUPNH"	1	0	2	0	0	0	0	0	0	65204600	0	32651300	0	0	0	82850800	0	0	57994100	55468600	0	0	0
